id,num,neg|score,neg|p-value,neg|fdr,neg|rank,neg|goodsgrna,pos|score,pos|p-value,pos|fdr,pos|rank,pos|goodsgrna
DICER1,6,0.43751,0.56532,0.985987,281,2,0.066702,0.1522,0.966698,83,3
TREX2,6,0.44079,0.56823,0.985987,282,2,0.97283,0.97173,0.988004,517,0
CHTF18,6,0.44325,0.5707,0.985987,283,2,0.43315,0.56354,0.966698,308,1
RAD9B,6,0.44579,0.57305,0.985987,284,1,0.27593,0.41944,0.966698,220,1
CDKN1B,6,0.44829,0.57542,0.985987,285,1,0.037495,0.099991,0.883251,60,4
MNAT1,6,0.44954,0.57664,0.985987,286,1,0.071558,0.16027,0.966698,84,2
NonTargetControl_0034,1,0.45068,0.57802,0.985987,287,0,0.54932,0.6542,0.984347,348,0
UBE2N,6,0.45078,0.5781,0.985987,288,1,0.26007,0.40563,0.966698,207,2
MAD2L1,6,0.45224,0.57959,0.985987,289,2,0.6062,0.68181,0.984347,361,1
UNG,6,0.45388,0.58135,0.985987,290,2,0.015791,0.047665,0.814915,31,4
SLX1B,6,0.4545,0.58198,0.985987,291,1,0.22512,0.37524,0.966698,189,2
MAP10,6,0.45551,0.58292,0.985987,292,2,0.16297,0.29975,0.966698,151,2
TP53BP1,6,0.45574,0.58318,0.985987,293,1,0.22191,0.37221,0.966698,187,2
